,x,v,a,u,t
124,1723.0898,-106999.99,-37999996.0,-6.110722,0.12401513856671958
125,1616.0898,-106999.99,0.0,-6.110722,0.12501526065193505
126,1424.0898,-191999.98,-84999990.0,-6.110722,0.12601538273715054
127,1214.0898,-209999.98,-17999998.0,-6.110722,0.127015504822366
128,990.08984,-223999.98,-13999998.0,-6.1049504,0.1280156269075815
129,799.08984,-190999.98,32999996.0,-6.1049504,0.129015748992797
130,639.08984,-160000.0,30999996.0,-6.1049504,0.13001587107801246
131,527.08984,-111999.99,47999996.0,-6.1049504,0.13101599316322796
132,402.08984,-124999.99,-12999999.0,-6.1049504,0.13201611524844342
133,269.08984,-133000.0,-7999999.0,-6.1049504,0.13301623733365892
134,105.08984,-164000.0,-30999996.0,-6.1049504,0.13401635941887438
135,-76.91016,-181999.98,-17999998.0,-6.1049504,0.13501648150408987
136,-293.91016,-216999.98,-34999996.0,-6.1049504,0.13601660358930534
137,-472.91016,-178999.98,37999996.0,-6.1049504,0.13701672567452083
138,-627.91016,-155000.0,23999998.0,-6.1049504,0.1380168477597363
139,-769.91016,-142000.0,12999999.0,-6.1049504,0.1390169698449518
140,-873.91016,-103999.99,37999996.0,-6.1049504,0.14001709193016726
141,-987.91016,-113999.99,-9999999.0,-6.1049504,0.14101721401538275
142,-1118.9102,-130999.99,-16999998.0,-6.1049504,0.14201733610059822
143,-1276.9102,-158000.0,-26999996.0,-6.1049504,0.1430174581858137
144,-1449.9102,-172999.98,-14999998.0,-6.1049504,0.14401758027102918
145,-1634.9102,-184999.98,-11999999.0,-6.1049504,0.14501770235624467
146,-1786.9102,-152000.0,32999996.0,-6.1049504,0.14601782444146016
147,-1879.9102,-92999.99,58999990.0,-6.1049504,0.14701794652667563
148,-1953.9102,-74000.0,18999998.0,-6.1049504,0.14801806861189112
149,-2004.9102,-50999.996,22999998.0,-6.1049504,0.1490181906971066
150,-2059.9102,-54999.996,-3999999.5,-6.1049504,0.15001831278232208
151,-2131.9102,-72000.0,-16999998.0,-6.1049504,0.15101843486753755
152,-2210.9102,-79000.0,-6999999.0,-6.1049504,0.15201855695275304
153,-2305.9102,-94999.99,-15999998.0,-6.1049504,0.1530186790379685
154,-2375.9102,-70000.0,24999998.0,-6.1049504,0.154018801123184
155,-2400.9102,-24999.998,44999996.0,-6.1049504,0.15501892320839947
156,-2389.9102,10999.999,35999996.0,-6.1049504,0.15601904529361496
157,-2330.9102,58999.996,47999996.0,-6.1049504,0.15701916737883043
158,-2250.9102,80000.0,20999998.0,-6.1049504,0.15801928946404592
159,-2178.9102,72000.0,-7999999.0,-6.1049504,0.15901941154926139
160,-2111.9102,67000.0,-4999999.5,-6.1049504,0.16001953363447688
161,-2053.9102,57999.996,-8999999.0,-6.1049504,0.16101965571969237
162,-2009.9102,43999.996,-13999998.0,-6.1049504,0.16201977780490784
163,-1933.9102,76000.0,31999996.0,-6.1049504,0.16301989989012333
164,-1819.9102,113999.99,37999996.0,-6.1049504,0.1640200219753388
165,-1651.9102,167999.98,53999990.0,-6.1049504,0.1650201440605543
166,-1481.9102,169999.98,1999999.8,-6.1049504,0.16602026614576976
167,-1290.9102,190999.98,20999998.0,-6.1049504,0.16702038823098525
168,-1111.9102,178999.98,-11999999.0,-6.1049504,0.16802051031620072
169,-957.91016,154000.0,-24999998.0,-6.1049504,0.1690206324014162
170,-845.91016,111999.99,-41999996.0,-6.1049504,0.17002075448663168
171,-724.91016,120999.99,8999999.0,-6.1049504,0.17102087657184717
172,-585.91016,139000.0,17999998.0,-6.1049504,0.17202099865706263
173,-416.91016,168999.98,29999996.0,-6.1049504,0.17302112074227813
174,-231.91016,184999.98,15999998.0,-6.1049504,0.1740212428274936
175,-25.910156,205999.98,20999998.0,-6.1049504,0.1750213649127091
176,153.08984,178999.98,-26999996.0,-6.1049504,0.17602148699792458
177,313.08984,160000.0,-18999998.0,-6.1049504,0.17702160908314005
178,453.08984,140000.0,-19999998.0,-6.1049504,0.17802173116835554
179,564.08984,110999.99,-28999996.0,-6.1049504,0.179021853253571
180,650.08984,85999.99,-24999998.0,-6.1049504,0.1800219753387865
